Title,Year,Rating,Votes,Synopsis,Runtime
Silent Scream,1990,5.6,164.0,"In London 1963, Larry Winters (Iain Glen) murders a bartender. Sentenced to life Winters has fits of rage which continue until prison doctors put him in an experimental unit. Flashbacks to his childhood and his history of drug abuse show how this troubled man became a murderer.",1h 25m
Pocetni udarac,1990,6.8,160.0,A group of students with varying family backgrounds begin to question their lives and the hypocritical values of their corrupt socialist society. Their decision to follow their own ideals brings them in disrepute with those closest to them. Their support of one another finally brings them to realise a friendship based on loyalty and belonging.,1h 50m
Ask Filmlerinin Unutulmaz Yönetmeni,1990,7.6,4500.0,"Hasmet, director of love stories, wants to make a film with a ""social content"". With great difficulties he finally succeeds, but the response is not the one he hoped for.",1h 46m
A Woman's Revenge,1990,5.9,283.0,"After the suicide of her husband, a widow is trying to get a confession from his mistress that it was her fault.",2h 13m
When Fortune Smiles,1990,6.2,764.0,The head of a rich family dies and in his will leaves his fortune to his daughter. His son is enraged and uses a rubbish collector who looks the same as his sister to steal the fortune. The Uncle's son also wants a piece of the fortune and coerces a small time thief into stealing the will for his wild scheme.,1h 30m
Nuit d'été en ville,1990,6.1,537.0,The whole life in one night. A young couple plays nearly any role of possible lifetime relationships.,1h 25m
Turné,1990,7.0,1100.0,"Two actors leave on a theatrical tour, but there is a matter to be settled: one has become the lover of the other's girl-friend and since they are very good friends, cannot bring himself to tell him.",1h 31m
Phares d'ouest,1990,6.4,63.0,"Twelve youngsters (ages 10 to 15) from the French experimental school L'Ecole en Bateau (The Floating School) have set out on a unique educational expedition that will take them on the voyage of a lifetime, sailing the ""Kerrek Ven"" - a 3-masted fishing schooner, as they follow the voyages of Christopher Columbus from Seville to the Caribbean and Venezuela.

The boys form an integrated group, and control all aspects of the expedition from navigation and maintenance to the filming of the voyage. They also write reports for the press, radio and television and produce their own monthly magazine. Many have been on board for at least a year. 

Using only 19th century navigation equipment, they explore the volcanoes of the Canary Islands, go scuba diving in the Caribbean, walk in the rain forests of Venezuela, the jungles of Guatemala and even follow the migration of humpback whales.",1h 57m
Rebel from China,1990,5.0,38.0,"Chen Hsiang Ming is a disillusioned private in the People's Liberation Army. When he and his brother hear that their father has been driven to suicide by political pressures, they flee to Hong Kong.",1h 31m
Contra Conspiracy,1990,3.8,63.0,"When a Hollywood film crew set up shop in the Mojave Desert, they believed they were making the best action-adventure movie of the year. Little did the filmmakers know they would live it, too!",1h 28m
Vampire Cop,1990,3.0,228.0,"A cop, who's actually a vampire, teams up with a hot investigative journalist to stop a posh crime boss.",1h 29m
King of the Hill,1990,6.7,423.0,"Pastime is a story of an aging, white pitcher on a minor league baseball team who takes a young, talented, black pitcher under his wing in 1957.",1h 34m
Living Doll,1990,5.6,339.0,"Howard, a shy morgue worker, falls in love with a girl who ends up in the morgue, but he doesn't let that stop him.",1h 32m
Milena,1990,6.2,106.0,"Prague, 1920. Milena's father wants her to follow in his footsteps and be one of the first female doctors in Czechoslovakia, but she is determined to be a writer. She elopes to Vienna with the Jewish music critic Ernst Pollak, and starts a correspondence with Franz Kafka. She leaves Pollak and returns to Prague with her father, where she befriends and translates Kafka. As a journalist, Milena covers the 1923 Ruhr worker's strike and meets the communist architect Jaromir. They marry and have a daughter. Milena writes for a Marxist paper till her husband leaves for the Soviet Union. She then confronts the rise of Nazism in the years leading up to the Second World War, and ends up in a concentration camp.",2h 19m
White Room,1990,6.3,296.0,"From the post-modern satire of its opening sequence to its tragic-euphoric double ending, Patricia Rozema's second feature WHITE ROOM, a harrowing fairy tale, is as much about the consequences of naive romanticism as it in about our uniquely modern obsession with celebrity. In this ""journey through genres"", WHITE ROOM centres on would-be writer Norman (Maurice Godin), a directionless soul who, afflicted with writer's block, takes to wandering the suburban boulevards at night and peeping on his neighbours - especially one ""Madeline X"" (Margot Kidder) - a famous singer who is murdered one night as the horrified Norman watches, too stunned to intervene. Overcome with guilt, Norman attends her public memorial, where he meets an enigmatic woman (Kate Nelligan) with unexplained connections to Madelaine X. He follows her home to see her slip into a secret room every night. Set in the cultural landscape of bohemian Toronto at the dawn of the '90s, WHITE ROOM explores the incompatibility of the fragile openness needed to create art and the impossibly thick skin required to sell it.",1h 30m
The Dragon from Russia,1990,5.5,508.0,"May Yip and Yao are both orphans and have been friends since youth, but they're torn apart when the leader of the 8 Hundred Dragons Kung Fu cult abducts Yao and erases his memory.",1h 36m
Front Page,1990,6.5,270.0,"Hui (Michael Hui), an owner of a Hong Kong tabloid magazine company, hires martial artist Bill Lee (Sam Hui) to help him get a good headliner for a magazine story to, hopefully, save his failing business. In the process, Bill meets San-San (Catherine Hung Yan), the fiancée of a wealthy jewelry business owner, and pursues her in order to get the scoop about her life. After thinking that San-San would make a great headliner, Bill feels sorry for her because of her troubled life: her mother has cancer, her brother is mentally disabled and her fiancé puts work before her. Thus, Bill is reluctant to publish San-San's story, putting the tabloid company's fate in his hands.",1h 32m
Nouvelle vague,1990,6.5,1700.0,"Elena Torlato-Favrini, a headstrong Italian countess and business empire heiress, believes she surpasses any man, challenging societal norms and gender roles.",1h 30m
Outlaw Brothers,1990,6.7,274.0,"Follows the exploits of two car thieves, and the female police officer who is on their trail.",1h 36m
Uranus,1990,7.0,1600.0,"After World War II, a small French village struggles to put the war behind as the controlling Communist Party tries to flush out Petain loyalists. The local bar owner, a simple man who likes to write poetry, who only wants to be left alone to do his job, becomes a target for Communist harassment as they try and locate a particular loyalist, and he pushes back.",1h 40m
Eminent Domain,1990,5.9,576.0,"A high-ranking Polish politburo member is banished from the party, and must find out why. Set in 1979 Poland before the Solidarity events.",1h 46m
American Dream,1990,7.8,1000.0,Recounts the 1985-86 strike against the Hormel Foods Corporation in Minnesota after its employees' wages and benefits were cut.,1h 38m
Terminal Bliss,1990,4.4,257.0,"Two adolescent children of wealthy parents deal with the emotional travails of spoiled youth by indulging in self destructive behavior including but not limited to drugs, parties and teen sex. Friends John (Luke Perry) and Alex (Timothy Owen) deal with issues of betrayal involving Alex's girlfriend Stevie (Estee Chandler).",1h 33m
The Sleeping Car,1990,4.6,654.0,Jason (David Naughton) moves into an abandoned train car where he resurrects the vicious ghost of his landlady's dead husband - The Mister. After some near-fatal encounters with the violent specter he seeks local exorcist Vincent Tuttle (Kevin McCarthy).,1h 36m
Omega Cop,1990,2.9,696.0,"In the future, a cop goes after a gang of slave traders.",1h 27m
The Best of the Martial Arts Films,1990,7.0,466.0,A review about martial arts films as well as some of its biggest movie stars.,1h 31m
Threesome Wild,1990,4.8,117.0,An affair between a widow and a medical student stirs jealousy from her stepdaughter.,1h 29m
Cyber-C.H.I.C.,1990,2.5,353.0,A cybernetic agent is assigned to break up a drug smuggling ring.,1h 42m
Samrajyam,1990,7.4,791.0,The movie narrates the story of an underworld Don's upraise and fall.,2h 2m
Father,1990,7.0,196.0,"On a TV tabloid show, Iya Zetnick exposes Joe Mueller as the Nazi war criminal who killed her family. Mueller is arrested, but prevails in a trial. Zetnick breaks into his house, and kills herself in front of his family. His daughter, who had stood by him, becomes convinced Zetnick was right, and rejects her father after he admits his guilt.",1h 40m
